match_id,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp
12308859,,,,,,
12308860,,,,,,
12308861,,,,,,
12308862,,,,,,
12308863,,,,,,
12308864,,,,,,
12308865,,,,,,
12308903,,,,,,
12308904,4440,3424,,,,1714987588
12308906,2385,2920,,,,1714989055
12308908,,,,,,
12308909,,,,,,
12308910,,,,,,
12308911,,,,,,
12308912,,,,,,
12308913,,,,,,
12308914,,,,,,
12308915,,,,,,
12308916,,,,,,
12308922,,,,,,
12308923,,,,,,
12308959,,,,,,
12308960,,,,,,
12308961,,,,,,
12308962,,,,,,
12308963,,,,,,
12308964,,,,,,
12308965,,,,,,
12308966,,,,,,
12308967,,,,,,
12308968,,,,,,
12308969,,,,,,
12308970,,,,,,
12308971,,,,,,
12308972,,,,,,
12308973,,,,,,
12308995,,,,,,
12309009,3749,3309,2901,,,1714944863
12309067,,,,,,
12309068,2357,2164,,,,1714978164
12309069,1918,4695,,,,1714985114
12309070,1467,1492,,,,1714992210
12309071,1723,2094,2492,,,1714987214
12309072,2663,2292,,,,1714992500
12309073,1636,2556,,,,1714992951
12309074,2647,3224,,,,1714985600
12309075,2496,2973,2063,,,1715002138
12309078,2079,2316,,,,1715000530
12309079,2864,1830,,,,1714995003
12309080,1763,2107,,,,1714999483
12309081,2774,3127,,,,1714999787
12309082,1162,1343,,,,1714988157
12309083,1413,1392,,,,1714981173
12309084,1445,1590,,,,1714980793
12309085,1985,2599,948,,,1714984400
12309086,3429,2651,1143,,,1714985618
12309087,4027,2436,1159,,,1714990952
12309088,2694,2257,,,,1714994123
12309089,2414,3733,,,,1714982326
12309090,3275,3752,,,,1715003059
12309091,1850,1475,,,,1715002098
12309092,1484,2817,,,,1714994714
12309093,3450,3106,,,,1714996965
12309094,1658,2349,538,,,1714984131
12309095,1701,1600,,,,1714989321
12309096,1797,1780,681,,,1714989670
12309097,1641,1924,,,,1714981188
12309098,1227,2079,,,,1714990579
12309099,3003,3988,1822,,,1714986837
12309100,,,,,,
12309101,3033,3598,,,,1714992584
12309102,2901,2219,1119,,,1715002857
12309103,1354,1556,,,,1715002592
12309104,3793,2293,,,,1715006717
12309105,3137,3904,,,,1714986404
12309106,3444,4829,2018,,,1714999764
12309107,3757,3735,1081,,,1714998069
12309108,2541,2538,,,,1714985819
12309109,3188,3317,,,,1714995632
12309110,2232,2597,,,,1714988546
12309112,,,,,,
12309115,3667,2488,2857,,,1714998302
12309116,2907,2495,,,,1714998731
12309126,,,,,,
12309127,,,,,,
12309128,,,,,,
12309129,,,,,,
12309130,,,,,,
12309144,2844,2737,,,,1715015126
12309189,,,,,,
12309190,,,,,,
12309191,,,,,,
12309192,,,,,,
12309193,,,,,,
12309194,,,,,,
12309195,,,,,,
12309196,,,,,,
12309197,,,,,,
12309198,,,,,,
12309199,,,,,,
12309200,,,,,,
12309201,,,,,,
12309202,,,,,,
12309203,,,,,,
12309204,,,,,,
12309208,,,,,,1714987069
12309218,1731,2808,,,,1714993894
12309230,1334,1643,1818,,,1714992992
12309232,1683,2947,2130,,,1715004767
12309239,2364,2683,,,,1715019718
12309240,2350,3429,3136,,,1715013645
12309246,1763,2130,,,,1714992861
12309247,3993,2439,,,,1715008853
12309248,2494,3092,,,,1714985273
12309249,2118,4234,,,,1714985125
12309250,1995,1720,3576,,,1714986758
12309252,2318,2587,,,,1714985387
12309257,2208,3918,,,,1715010081
12309261,,,,,,
12309262,1853,1887,,,,1715014527
12309263,2553,2545,,,,1715009351
12309264,3034,5169,,,,1715006192
12309265,2353,2879,,,,1714991534
12309266,3117,1919,,,,1715009691
12309268,2678,3162,2276,,,1715001840
12309269,3801,3160,,,,1714993049
12309270,,,,,,
12309271,2982,3189,2487,,,1715021194
12309273,1781,2335,,,,1715022039
12309274,2605,1950,2465,,,1715019769
12309275,1784,2153,,,,1714997240
12309276,2653,3992,2579,,,1715003338
12309277,2307,2371,,,,1714992648
12309340,,,,,,
12309341,,,,,,
12309342,,,,,,
12309343,,,,,,
12309344,,,,,,
12309345,,,,,,
12309346,,,,,,
12309347,,,,,,
12309348,,,,,,
12309356,,,,,,
12309357,,,,,,
12309358,,,,,,
12309359,,,,,,
12309360,,,,,,
12309361,,,,,,
12309362,,,,,,
12309363,,,,,,
12309364,,,,,,
12309365,,,,,,
12309366,,,,,,
12309367,,,,,,
12309368,,,,,,
12309369,,,,,,
12309370,,,,,,
12309371,,,,,,
12309372,,,,,,
12309373,,,,,,
12309416,2828,2607,,,,1714994905
12309423,,,,,,
12309439,,,,,,
12309440,3328,2267,,,,1715004876
12309441,3363,1604,,,,1715009518
12309442,3571,3088,957,,,1715009054
12309443,2541,4868,1296,,,1715004176
12309444,2019,4121,843,,,1714999787
12309445,3782,2734,,,,1714987634
12309446,,,,,,1714999092
12309447,1243,1889,,,,1714984978
12309448,2530,2641,,,,1714986502
12309449,3142,1292,,,,1714991252
12309450,1706,1556,,,,1715005114
12309451,2905,3135,,,,1714998183
12309452,2627,1720,,,,1714993845
12309453,2372,4623,,,,1714993433
12309454,,,,,,
12309455,4260,2118,,,,1714987982
12309474,2715,2284,,,,1714991519
12309477,,,,,,
12309481,,,,,,
12309482,,,,,,
12309483,,,,,,
12309484,,,,,,
12309485,,,,,,
12309486,,,,,,
12309487,,,,,,
12309488,,,,,,
12309489,,,,,,
12309490,,,,,,
12309491,,,,,,
12309492,,,,,,
12309493,,,,,,
12309495,,,,,,
12309496,,,,,,
12309497,,,,,,
12309498,,,,,,
12309499,2588,1957,,,,1715000655
12309500,1485,3202,,,,1714994229
12309501,,,,,,1714987341
12309502,2738,1565,,,,1714990040
12309503,1519,2168,,,,1715002141
12309504,3193,2294,754,,,1714998819
12309505,,,,,,1714991647
12309506,3528,3251,,,,1714997551
12309507,3117,2830,,,,1714990692
12309508,2272,2362,,,,1714996585
12309509,2006,2598,,,,1714989803
12309510,,,,,,
12309511,,,,,,
12309512,,,,,,
12309513,,,,,,
12309514,,,,,,
12309515,,,,,,
12309516,,,,,,
12309517,,,,,,
12309518,,,,,,
12309519,,,,,,
12309520,,,,,,
12309521,,,,,,
12309522,,,,,,
12309523,,,,,,
12309524,,,,,,
12309525,,,,,,
12309526,,,,,,
12309527,,,,,,
12309528,,,,,,
12309529,,,,,,
12309530,,,,,,
12309531,,,,,,
12309532,,,,,,
12309533,,,,,,
12309534,,,,,,
12309535,,,,,,
12309536,,,,,,
12309537,,,,,,
12309538,,,,,,
12309539,2520,3976,3079,,,1714996065
12309541,3239,4195,,,,1714996236
12309545,2914,3694,2647,,,1715005679
12309546,2944,2526,3607,,,1714988282
12309547,2722,2243,,,,1715001072
12309548,2962,2747,,,,1714986018
12309549,2546,4062,2331,,,1714994046
12309550,2190,1865,,,,1714991869
12309551,2158,2506,,,,1714995097
12309552,1348,1514,,,,1714984486
12309554,2523,2696,,,,1715006526
12309555,1572,1932,4479,,,1715013268
12309556,2888,2535,,,,1715000206
12309559,,,,,,
12309560,,,,,,
12309561,,,,,,
12309562,,,,,,
12309585,,,,,,
12309587,4553,3507,,,,1715024850
12309588,3078,8426,,,,1714988222
12309589,2663,3328,2348,,,1715006550
12309590,3045,3611,5373,,,1715003799
12309591,3236,3993,,,,1715022892
12309592,1055,1981,,,,1715016353
12309593,1682,8309,3869,,,1714995320
12309594,2720,1912,,,,1715021337
12309595,2045,2815,,,,1715016624
12309596,3039,2303,,,,1715011220
12309597,3826,3571,,,,1715014124
12309598,1413,1941,,,,1715005539
12309599,1603,4335,,,,1714999085
12309600,,,,,,
12309601,2931,2059,,,,1715012538
12309602,2106,2070,3601,,,1715028250
12309611,4488,3277,,,,1715000952
12309612,2557,2087,3811,,,1714996667
12309613,,,,,,
12309619,2980,4517,,,,1714986020
12309620,3200,3801,,,,1714994840
12309621,3272,4771,1716,,,1715026181
12309622,3528,2071,2620,,,1715004191
12309623,2164,3914,,,,1715010285
12309624,3744,3543,,,,1715021249
12309627,2731,2392,2500,,,1715002306
12309628,3851,1852,,,,1715004443
12309629,2730,1995,3767,,,1715012195
12309630,4750,4158,,,,1715016160
12309631,2591,2166,,,,1715008288
12309632,2044,2771,,,,1714985241
12309633,2349,3363,3853,,,1714995082
12309634,3297,3287,,,,1715003355
12309635,2564,3372,,,,1715007716
12309636,3054,3558,3777,,,1715018975
12309639,2164,2276,2021,,,1715003477
12309640,3241,2658,2424,,,1714989132
12309641,2144,3129,,,,1714985173
12309642,1840,2460,1814,,,1714987219
12309643,2625,2895,3802,,,1715024773
12309644,2085,3178,,,,1714994709
12309645,2967,3950,4634,,,1714997585
12309647,2157,1974,2306,,,1714993418
12309648,,,,,,
12309649,,,,,,
12309650,,,,,,
12309651,,,,,,
12309652,,,,,,
12309653,,,,,,
12309654,,,,,,
12309655,,,,,,
12309656,,,,,,
12309657,,,,,,
12309658,,,,,,
12309659,,,,,,
12309660,,,,,,
12309661,3062,3021,,,,1715007706
12309698,,,,,,
12309699,,,,,,
12309700,,,,,,
12309744,1835,2368,1862,,,1715016222
12309745,2821,2339,,,,1715214182
12309746,,,,,,1715176161
12309747,,,,,,
12309748,1913,3237,,,,1715179384
12309749,1840,1222,,,,1715195495
12309750,1870,2121,,,,1715185529
12309751,3017,2042,,,,1715183989
12309752,,,,,,
12309775,,,,,,
12309781,3858,2758,,,,1715022818
12309842,2059,4173,1453,,,1715012772
12309843,2446,2160,,,,1715009053
12309844,1976,2714,,,,1715008395
12309845,1270,2073,,,,1715007617
12309846,2138,2279,,,,1715014174
12309847,2243,2547,987,,,1715020369
12309848,3509,1740,,,,1715021148
12309849,1817,2287,,,,1715026244
12309850,2620,3367,,,,1715020277
12309851,2182,2479,,,,1715019855
12309852,,,,,,
12309853,2051,1588,,,,1715024567
12309854,2368,2498,,,,1715027215
12309859,,,,,,1715018869
12309864,3105,3398,1110,,,1715005340
12309865,2505,3958,,,,1715007782
12309866,3232,2182,,,,1715002248
12309867,4362,2156,,,,1715018192
12309868,2867,3145,,,,1715022637
12309869,1711,4083,,,,1715008978
12309870,3101,2554,585,,,1715018154
12309871,2813,2655,,,,1715024236
12309884,3883,2410,3345,,,1715018794
12309885,2680,3433,,,,1715008009
12309886,4835,1738,2663,,,1715018868
12309887,2868,3692,4851,,,1715030035
12309888,2523,2275,,,,1715032684
12309889,3258,1825,,,,1715037288
12309890,1876,2567,,,,1715018818
12309891,2133,3889,,,,1715030306
12309892,2928,2987,4070,,,1715028579
12309893,2385,3647,,,,1715017315
12309894,1728,2470,,,,1715024679
12309895,2964,1937,,,,1715008426
12309896,3024,4063,,,,1715025041
12309897,2506,3541,2268,,,1715011098
12309898,2554,1685,,,,1715014107
12309899,4429,1743,,,,1715009172
12309900,2221,2042,,,,1715014443
12309901,2887,2851,,,,1715013518
12310120,1839,2143,,,,1715087708
12310121,1795,3353,,,,1715082231
12310124,3287,3515,4586,,,1715092632
12310125,1950,1533,,,,1715082230
12310128,3139,2126,,,,1715166646
12310130,1606,2117,,,,1715157677
12310132,2130,3211,,,,1715071395
12310133,2787,4705,,,,1715097436
12310135,3027,2785,,,,1715099360
12310136,3090,6615,,,,1715084233
12310137,,,,,,
12310293,,,,,,
12310294,,,,,,
12310295,,,,,,
12310296,,,,,,
12310297,,,,,,
12310298,,,,,,
12310299,,,,,,
12310300,,,,,,
12310301,,,,,,
12310302,,,,,,
12310429,2155,2368,,,,1714970164
12310431,3526,4074,,,,1714976910
12310432,2022,2801,2312,,,1714974210
12310433,2038,2649,,,,1714979304
12310434,2876,1707,,,,1714976478
12310461,2963,4225,2193,,,1714986483
12310462,1699,2573,1690,,,1714984596
12310519,2899,3362,,,,1714984836
12310552,2956,2408,,,,1715047245
12310555,2267,2688,,,,1715046442
12310556,3241,2460,5380,,,1715050212
12310557,3272,1760,,,,1715047715
12310692,2942,3140,,,,1715050944
12310694,2343,1920,,,,1715050279
12310696,2098,2388,,,,1715049941
12310700,2014,2399,,,,1715136308
12310701,2876,2515,,,,1715050023
12310720,2573,1704,,,,1714992507
12311065,2590,2062,,,,1715082856
12311066,2058,2106,,,,1715086646
12311067,5,4,,,,1715084810
12311068,4127,4750,2224,,,1715094641
12311069,2100,1857,,,,1715082252
12311070,1587,2947,,,,1715087998
12311125,2534,2864,958,,,1715007190
12311126,3502,2971,894,,,1715007711
12311127,1881,2076,1157,,,1715010739
12311130,2363,4096,,,,1715071753
12311158,2106,3548,,,,1715014665
12311159,3288,2852,4127,,,1715075350
12311170,1990,2727,,,,1715071470
12311171,1996,3623,,,,1715029556
12311185,1580,3865,,,,1715004620
12311265,2083,1854,,,,1715064128
12311266,3020,2080,3219,,,1715155672
12311267,2272,4712,2539,,,1715058376
12311268,2583,2543,2473,,,1715069265
12311269,2063,2329,,,,1715061642
12311270,2899,2417,,,,1715078328
12311271,2934,2395,,,,1715060794
12311272,3789,3221,,,,1715014682
12311300,1778,2121,2019,,,1715073077
12311307,2881,2918,8334,,,1715074950
12311310,1503,3880,,,,1715011995
12311390,2376,3785,,,,1715089827
12311391,2138,1619,,,,1715102936
12311392,3042,2635,2835,,,1715099834
12311393,3423,2995,2662,,,1715098155
12311394,3419,2697,,,,1715098113
12311395,4561,3510,,,,1715105663
12311396,3937,1363,4039,,,1715164342
12311397,5669,3104,,,,1715083302
12311398,2095,3002,,,,1715105538
12311399,3298,1783,,,,1715175601
12311400,3598,3005,,,,1715099470
12311401,2072,1610,,,,1715075036
12311402,2375,2962,4203,,,1715164722
12311403,2665,2224,,,,1715174968
12311404,2082,8699,,,,1715178847
12311405,2208,2325,,,,1715167967
12311406,2595,9695,,,,1715178451
12311407,9441,2831,,,,1715187968
12311408,,,,,,1715188721
12311409,1658,3746,,,,1715256339
12311410,2860,2243,1586,,,1715262569
12311412,3303,3094,3975,,,1715162144
12311414,2775,3267,2642,,,1715173310
12311415,2320,2194,2604,,,1715167331
12311416,4705,2780,,,,1715173998
12311417,4820,3041,,,,1715175831
12311418,1707,2074,,,,1715166276
12311419,2587,3754,,,,1715158257
12311421,4004,2063,,,,1715013120
12311422,2079,2863,,,,1715008981
12311429,4792,3855,,,,1715159110
12311442,,,,,,
12311443,,,,,,
12311444,,,,,,
12311445,,,,,,
12311446,,,,,,
12311448,,,,,,
12311449,,,,,,
12311452,,,,,,
12311455,,,,,,
12311456,,,,,,
12311509,2157,1970,,,,1715072262
12311510,2772,1952,,,,1715079411
12311511,3663,1463,,,,1715079177
12311512,1238,2066,,,,1715079636
12311513,2284,2840,,,,1715072640
12311514,3069,4180,,,,1715073361
12311515,2265,3725,3485,,,1715088905
12311517,2025,1415,,,,1715084804
12311532,3024,3800,5588,,,1715076334
12311560,3859,2105,,,,1715073702
12311561,3246,3609,,,,1715080829
12311562,2410,2814,726,,,1715086040
12311563,1434,3053,,,,1715070721
12311564,2226,3364,,,,1715079103
12311565,4008,4626,1190,,,1715078466
12311566,2496,1481,763,,,1715079493
12311567,2301,2967,965,,,1715074611
12311580,,,,,,
12311581,,,,,,
12311582,,,,,,
12311583,,,,,,
12311584,,,,,,
12311585,,,,,,
12311586,,,,,,
12311587,,,,,,
12311588,,,,,,
12311591,,,,,,
12311594,,,,,,
12311597,,,,,,
12311598,,,,,,
12311599,,,,,,
12311604,4002,2691,3555,,,1715075885
12311669,4136,2024,3508,,,1715089474
12311671,1979,1385,,,,1715083685
12311672,1693,2817,,,,1715071103
12311673,1983,3410,,,,1715077213
12311674,2898,3323,,,,1715073562
12311675,2651,3214,,,,1715072257
12311676,2322,3035,,,,1715071356
12311681,3034,2721,,,,1715084297
12311693,1993,2833,,,,1715078508
12311694,2139,2408,,,,1715072779
12311710,1594,3274,,,,1715079612
12311711,1956,1861,,,,1715077077
12311712,2963,2642,,,,1715085626
12311713,3136,2057,,,,1715087046
12311714,2233,2142,3419,,,1715073661
12311715,2381,2264,2367,,,1715093827
12311784,3158,3469,,,,1715015886
12311799,1879,4310,3389,,,1715178023
12311800,2192,2420,,,,1715182115
12311802,2857,1975,1715,,,1715177106
12311803,3425,5242,,,,1715162179
12311804,1688,2637,,,,1715162500
12311805,3648,3491,,,,1715177476
12311806,2528,5342,4747,,,1715160405
12311807,1743,3166,,,,1715162811
12311809,2566,1782,1855,,,1715088319
12311810,3168,3704,2343,,,1715098468
12311811,2852,4464,,,,1715088069
12311812,3009,3297,,,,1715075984
12311813,2165,4322,2315,,,1715088141
12311814,2023,1966,,,,1715082300
12311852,3082,3706,,,,1715074469
12311853,2257,2960,,,,1715074708
12311854,2280,2677,,,,1715068461
12311855,3040,2441,,,,1715075508
12311856,,,,,,
12311857,1862,3463,1343,,,1715077294
12311858,2294,4359,,,,1715075043
12311860,3363,4489,2755,,,1715091692
12311861,,,,,,1715080353
12311863,4291,3437,2961,,,1715095999
12311865,3057,2595,2688,,,1715089462
12311867,3263,2347,,,,1715076031
12311868,4,5,,,,1715072222
12311869,2763,3035,,,,1715068517
12311870,2700,2303,,,,1715086876
12311871,3541,2785,,,,1715085406
12311872,3567,4321,,,,1715092563
12311874,4446,2949,,,,1715083927
12311875,2815,1909,,,,1715068498
12311876,2484,2549,,,,1715074555
12311877,2675,2889,964,,,1715079878
12311878,3810,4175,1721,,,1715087394
12311879,1803,1904,,,,1715080561
12311882,3053,2452,,,,1715069200
12311883,2685,1614,1271,,,1715070117
12311884,1537,2215,,,,1715081049
12311885,3384,2752,1006,,,1715072263
12311886,3105,1742,,,,1715082271
12311887,1352,2685,,,,1715079953
12311889,2014,1874,1191,,,1715069925
12311896,,,,,,
12311897,4506,2560,,,,1715087721
12311898,2070,6122,,,,1715077454
12311899,2823,4705,,,,1715087218
12311900,2256,3020,,,,1715161450
12311901,2117,2195,,,,1715175407
12311902,2235,2649,,,,1715168591
12311903,1934,4293,,,,1715161084
12311904,4478,2309,4653,,,1715166267
12311905,4244,2914,5958,,,1715166408
12311906,1157,2920,3202,,,1715285031
12311907,2326,2301,3688,,,1715163878
12311908,1836,2820,,,,1715278547
12311909,3061,4442,,,,1715248700
12311910,4538,2056,,,,1715278867
12311911,,,,,,
12311912,2509,3067,3283,,,1715280015
12311913,2307,4124,2340,,,1715294130
12311914,2598,2695,,,,1715291641
12311915,3281,2392,3273,,,1715289900
12311916,2738,2463,,,,1715248493
12311917,3810,1994,,,,1715275859
12311918,2699,3500,,,,1715077131
12311921,2542,3116,,,,1715075583
12311924,2412,1601,,,,1715070164
12311926,2706,1875,,,,1715070483
12311927,2030,1882,,,,1715074622
12311929,2163,2173,,,,1715069849
12311932,2979,3145,,,,1715080484
12311933,2177,2390,,,,1715083765
12311934,2436,3315,,,,1715070079
12311944,3453,2357,,,,1715086856
12311945,2465,3454,2501,,,1715075207
12311946,6421,2509,3401,,,1715085787
12311994,4585,2039,,,,1715083814
12311995,2487,3187,,,,1715072546
12311996,2554,3414,5259,,,1715092796
12311997,2975,2892,,,,1715073069
12311998,3215,4142,,,,1715085061
12311999,3587,4019,657,,,1715084563
12312001,1974,3001,,,,1715077660
12312002,4030,3317,,,,1715074992
12312003,3042,3203,,,,1715086240
12312006,2516,2015,747,,,1715080917
12312007,1818,2867,,,,1715071881
12312008,3428,2448,,,,1715089384
12312009,2767,1509,,,,1715066759
12312010,3853,1937,,,,1715068446
12312011,1921,3292,,,,1715075427
12312012,3448,3401,1029,,,1715071469
12312013,4854,3062,,,,1715077919
12312014,2105,78,,,,1715066147
12312015,2195,2728,1140,,,1715076687
12312016,2239,2549,,,,1715069912
12312017,1522,1822,,,,1715065580
12312018,3802,3132,1218,,,1715070669
12312019,3002,3351,,,,1715071509
12312020,3932,3253,,,,1715076743
12312021,3324,3250,914,,,1715070667
12312024,1943,2004,,,,1715087172
12312025,2004,999,,,,1715071630
12312026,3727,2636,,,,1715088930
12312027,1440,3492,,,,1715077426
12312030,1800,3053,3121,,,1715083550
12312032,2091,4374,2541,,,1715088761
12312033,2979,1943,,,,1715090871
12312035,1050,2234,725,,,1715067814
12312036,2715,3234,850,,,1715075216
12312040,3350,3759,,,,1715080515
12312043,3048,5962,2231,,,1715085118
12312077,2820,4305,,,,1715075958
12312078,4409,1617,5446,,,1715161692
12312079,2611,3370,4127,,,1715075558
12312080,4963,8635,4506,,,1715089265
12312081,1611,559,,,,1715071585
12312082,2663,8122,4372,,,1715091239
12312083,2667,2483,,,,1715077465
12312084,4859,4109,,,,1715083055
12312085,2442,2720,,,,1715079148
12312095,3406,2278,1047,,,1715077016
12312096,3963,2605,1038,,,1715077646
12312097,3940,2483,,,,1715075120
12312098,1536,2982,,,,1715079368
12312102,1612,2161,,,,1715072571
12312104,2219,2436,,,,1715081519
12312105,2174,1556,,,,1715073346
12312106,2712,2813,,,,1715078957
12312107,2004,3385,,,,1715081023
12312108,2639,4170,,,,1715082380
12312109,5178,2974,1777,,,1715084802
12312110,2324,2895,,,,1715080841
12312112,2422,2160,,,,1715090389
12312113,2640,2514,,,,1715086641
12312114,1468,1074,,,,1715073188
12312116,1581,4035,,,,1715072907
12312118,2641,3044,,,,1715073768
12312121,1853,2171,,,,1715077590
12312146,3243,1542,,,,1715076523
12312228,5117,2549,,,,1715083836
12312265,2150,1787,,,,1715084912
12312268,,,,,,
12312269,,,,,,
12312270,,,,,,
12312271,,,,,,
12312277,,,,,,
12312278,4335,4409,1688,,,1715178760
12312280,,,,,,
12312281,3004,2514,,,,1715179974
12312282,2534,4591,,,,1715178014
12312283,,,,,,
12312286,,,,,,
12312364,2160,3249,,,,1715244209
12312407,2412,2770,4468,,,1715098150
12312482,5048,7742,2694,,,1715077392
12312483,2878,3040,,,,1715077076
12312484,2915,4071,,,,1715069406
12312485,2511,2975,,,,1715072596
12312507,,,,,,
12312542,2963,2479,,,,1715090741
12312553,2623,3063,,,,1715026160
12312578,3442,3792,,,,1715091025
12312602,1966,4230,,,,1715086590
12312635,3269,3025,3462,,,1715096547
12312660,1621,2713,,,,1715078972
12312668,2605,1914,,,,1715093745
12312763,1597,12069,,,,1715082436
12312791,2013,2629,3429,,,1715190345
12312792,1548,,,,,1715099196
12312793,2781,2242,3976,,,1715097762
12312794,2214,2114,,,,1715100794
12312795,1724,1884,,,,1715094555
12312796,1590,4390,,,,1715104798
12312797,2651,1771,,,,1715095477
12312798,2423,3036,2910,,,1715098458
12312799,1905,2358,,,,1715104949
12312801,1669,1202,,,,1715106568
12312842,2037,3256,2507,,,1715119717
12312873,2043,3205,,,,1715101223
12312875,2226,2164,,,,1715094895
12312876,2981,3840,,,,1715088430
12312877,4017,1881,,,,1715089840
12312878,2400,2936,,,,1715095357
12312879,2368,2954,,,,1715107625
12312882,2250,1926,,,,1715100109
12312883,2533,2735,2011,,,1715108243
12312885,1665,2862,,,,1715090122
12312899,2569,3693,2708,,,1715096787
12312978,1931,2037,,,,1715101600
12312979,2119,4212,,,,1715095912
12312980,2805,2131,,,,1715103922
12312981,1889,4361,2508,,,1715108342
12312982,1815,1680,,,,1715098090
12312999,12103,1684,,,,1715093027
12313030,2850,2226,,,,1715098376
12313058,2551,3364,2087,,,1715097632
12313059,2687,2526,4611,,,1715096156
12313060,2829,4117,,,,1715093758
12313061,4175,3259,2605,,,1715109381
12313062,2088,1735,,,,1715092885
12313063,4745,3095,,,,1715115190
12313064,,,,,,1715182307
12313094,4298,4402,,,,1715100269
12313095,2836,3227,,,,1715101702
12313096,3314,3069,2363,,,1715107602
12313261,4119,9039,,,,1715261931
12313263,,,,,,
12313488,9560,2098,,,,1715173620
12313489,7094,1534,11002,,,1715168992
12313492,2482,3221,3945,,,1715163209
12313493,2814,2499,,,,1715160673
12313494,1696,6367,,,,1715168131
12313495,2294,2958,3359,,,1715167239
12313496,8702,1968,9673,,,1715169117
12313497,1878,2148,,,,1715170387
12313498,2705,2501,2551,,,1715161975
12313499,2604,4931,,,,1715173445
12313501,2297,2462,,,,1715159049
12313502,3034,3658,2075,,,1715164944
12313503,7201,3558,,,,1715175214
12313504,2596,6269,,,,1715178096
12313505,2911,6122,,,,1715179779
12313507,2443,3192,,,,1715158907
12313508,4116,4234,1991,,,1715191946
12313509,2779,3882,4237,,,1715178738
12313511,2309,5677,1857,,,1715184043
12313512,1460,3412,,,,1715179700
12313513,2684,2560,,,,1715186954
12313514,7244,2240,,,,1715186748
12313516,1804,2179,,,,1715172401
12313517,2056,1763,2786,,,1715155974
12313518,2547,3132,,,,1715160346
12313519,1758,2200,,,,1715141227
12313520,2188,2676,,,,1715136433
12313521,2457,4163,,,,1715137050
12313522,2004,2532,,,,1715147457
12313523,2627,3025,,,,1715144651
12313524,2712,1537,2170,,,1715144321
12313525,2282,2213,,,,1715153655
12313526,2417,3079,,,,1715161154
12313527,3426,2100,,,,1715148252
12313528,3351,2669,4294,,,1715140355
12313529,3247,2340,,,,1715155321
12313530,3300,4064,,,,1715156075
12313531,2487,3335,2171,,,1715162667
12313532,2762,2600,1864,,,1715154321
12313533,1795,2116,2682,,,1715151249
12313534,1938,2030,,,,1715168642
12313535,2407,2756,2462,,,1715157313
12313536,3630,3682,2418,,,1715177600
12313537,2298,2983,,,,1715154733
12313539,3147,1739,,,,1715169508
12313540,3092,1665,460,,,1715171665
12313541,,,,,,1715166125
12313544,3601,1990,,,,1715180348
12313546,,,,,,1715150553
12313547,4027,2487,,,,1715172822
12313550,2715,2606,,,,1715178444
12313551,2570,2100,2334,,,1715160707
12313552,1723,2403,,,,1715176656
12313553,3821,2360,2138,,,1715174226
12313554,,,,,,
12313555,1488,1220,,,,1715157431
12313556,2694,4067,,,,1715169767
12313557,1597,2100,,,,1715162686
12313558,2193,3565,,,,1715164151
12313561,4090,4361,3517,,,1715173328
12313570,4144,2344,2668,,,1715157864
12313571,,,,,,
12313572,4225,3352,,,,1715185852
12313573,3480,1708,,,,1715207838
12313574,3959,13221,3118,,,1715204639
12313575,1805,1738,,,,1715191914
12313576,2061,2979,,,,1715190438
12313577,2297,4194,,,,1715185740
12313579,,,,,,
12313580,2648,2762,,,,1715215508
12313581,1775,1846,,,,1715185179
12313582,3237,1940,,,,1715155497
12313583,4287,2857,2577,,,1715184588
12313584,2130,1950,1947,,,1715175386
12313585,,,,,,
12313586,2752,2351,2884,,,1715179078
12313588,2616,2626,,,,1715161031
12313589,3199,4748,,,,1715168677
12313647,1675,2427,,,,1715118027
12313648,2415,4056,,,,1715111248
12313649,4122,4677,,,,1715113065
12313650,2440,2314,,,,1715126491
12313654,2005,4330,,,,1715110905
12313655,,,,,,
12313657,2325,2182,,,,1715120958
12313660,2881,2445,,,,1715216924
12313661,4035,2043,,,,1715211301
12313662,2210,2394,,,,1715221513
12313663,1664,2656,,,,1715210132
12313665,2099,3667,1994,,,1715201619
12313667,3868,4147,3989,,,1715203421
12313668,2130,1869,,,,1715207336
12313669,3594,2489,22416,,,1715201926
12313670,1982,2322,,,,1715216273
12313684,2119,1882,,,,1715141129
12313685,2082,2327,,,,1715138789
12313686,2451,2645,,,,1715146296
12313687,2438,2016,,,,1715133061
12313688,2005,2930,,,,1715133045
12313689,2155,2442,2244,,,1715152788
12313690,2748,2399,,,,1715144967
12313691,1630,3858,,,,1715137787
12313692,3250,3994,2825,,,1715144641
12313693,2936,2932,,,,1715133644
12313694,3722,3610,,,,1715134496
12313695,3842,1485,,,,1715146285
12313696,1808,1719,,,,1715222411
12313701,2887,2282,,,,1715133086
12313706,4467,2589,,,,1715234029
12313710,3133,2614,,,,1715161100
12313712,2843,1425,,,,1715166037
12313713,2368,2588,,,,1715159943
12313723,1788,1167,,,,1715177116
12313724,2376,2980,,,,1715156712
12313725,3907,2529,,,,1715166508
12313726,1279,1014,,,,1715162871
12313727,2524,72780,,,,1715177505
12313728,1736,3979,,,,1715155999
12313729,2896,3501,,,,1715167717
12313730,3431,2538,,,,1715177641
12313731,4208,2739,,,,1715169451
12313732,,,,,,
12313733,3102,2200,2720,,,1715161680
12313734,2435,2033,3950,,,1715167580
12313735,6031,3326,,,,1715158719
